,elbo,condition
499,5536.024636816978,easy
500,5516.181180560589,easy
501,5517.798949456215,easy
502,5528.797940349578,easy
503,5553.612764918804,easy
504,5526.456942021847,easy
505,5519.339002478124,easy
506,5523.022554624081,easy
507,5586.959877681732,easy
508,5519.427781164646,easy
509,5518.994439840318,easy
510,5510.402561628819,easy
511,5510.862025547028,easy
512,5513.21888461709,easy
513,5497.588491702079,easy
514,5497.84606577158,easy
515,5509.026087069512,easy
516,5501.7834544122215,easy
517,5504.162131202221,easy
518,5500.263608181477,easy
519,5489.027260422707,easy
520,5495.532226943969,easy
521,5494.461919176578,easy
522,5492.337611341476,easy
523,5474.650381124019,easy
524,5485.549693357944,easy
525,5506.738153660298,easy
526,5481.472863739729,easy
527,5498.323740172386,easy
528,5499.084152555466,easy
529,5493.523706445098,easy
530,5481.513464188575,easy
531,5489.249272727967,easy
532,5474.461462962628,easy
533,5484.499715542794,easy
534,5493.606396150589,easy
535,5471.2161570131775,easy
536,5485.691080033778,easy
537,5485.331979358198,easy
538,5476.467524719239,easy
539,5474.184828579426,easy
540,5485.502390646933,easy
541,5472.086229157448,easy
542,5465.62514718771,easy
543,5485.603292691707,easy
544,5477.970638340712,easy
545,5469.876984524727,easy
546,5461.367688316107,easy
547,5465.733180391788,easy
548,5464.427572715283,easy
549,5463.022654438019,easy
550,5470.504551517963,easy
551,5478.231201696395,easy
552,5475.598627358675,easy
553,5467.622392958402,easy
554,5464.550049054622,easy
555,5470.250587809086,easy
556,5466.495187842846,easy
557,5470.471925675869,easy
558,5478.149016106128,easy
559,5463.626708781719,easy
560,5462.042150342465,easy
561,5474.226828336716,easy
562,5464.104006063937,easy
563,5462.064166355134,easy
564,5455.121339857578,easy
565,5461.229186975956,easy
566,5452.209547352791,easy
567,5463.283439695836,easy
568,5450.638277482986,easy
569,5467.151702773572,easy
570,5452.980070245266,easy
571,5461.632976698876,easy
572,5451.773131644724,easy
573,5452.009868085385,easy
574,5461.031194281579,easy
575,5456.182982909679,easy
576,5454.152519047259,easy
577,5451.256798017026,easy
578,5458.755603075028,easy
579,5457.806597721577,easy
580,5452.213243532181,easy
581,5451.4497160673145,easy
582,5447.153772699832,easy
583,5450.75854035616,easy
584,5441.100500416756,easy
585,5455.601358687878,easy
586,5447.76064068079,easy
587,5439.872703385353,easy
588,5450.337874305247,easy
589,5443.013624453545,easy
590,5450.958439481258,easy
591,5447.457835531234,easy
592,5445.956962668895,easy
593,5443.655022454262,easy
594,5449.44000761509,easy
595,5442.763371682167,easy
596,5444.65195131302,easy
597,5439.205371797084,easy
598,5445.961691498756,easy
599,5445.216566836834,easy
