,elbo,condition
436,5481.068405864015,easy
437,5473.853012791275,easy
438,5465.829408289493,easy
439,5463.582700129599,easy
440,5479.417340657114,easy
441,5460.813035087288,easy
442,5455.833222121,easy
443,5461.547895524651,easy
444,5451.788853692264,easy
445,5458.760765391588,easy
446,5454.909133501351,easy
447,5456.31648901254,easy
448,5449.866512627899,easy
449,5447.684800200909,easy
450,5451.538141714782,easy
451,5449.424777067452,easy
452,5457.70145020932,easy
453,5448.35921472013,easy
454,5448.72360253334,easy
455,5449.933815348893,easy
456,5451.0178813464945,easy
457,5446.599220507592,easy
458,5449.997916970401,easy
459,5447.527683781087,easy
460,5444.828132663667,easy
461,5444.0737023100255,easy
462,5454.809914366901,easy
463,5442.858961569518,easy
464,5443.782151616365,easy
465,5443.814307520539,easy
466,5446.0699810698625,easy
467,5444.868662621825,easy
468,5443.662197760493,easy
469,5442.888065046073,easy
470,5441.994450062513,easy
471,5450.138490662724,easy
472,5444.17585460022,easy
473,5441.059215915204,easy
474,5442.998983522504,easy
475,5440.725221262873,easy
476,5444.07596732378,easy
477,5441.047011430561,easy
478,5439.792838448286,easy
479,5440.312935699522,easy
480,5442.103078516572,easy
481,5440.652374040335,easy
482,5446.307322232426,easy
483,5442.744218542426,easy
484,5443.941226892919,easy
485,5441.723675689846,easy
486,5442.082866080104,easy
487,5440.597808013112,easy
488,5441.842773039639,easy
489,5442.233865241706,easy
490,5441.2772239521155,easy
491,5440.564404572548,easy
492,5439.4812736012045,easy
493,5441.8248001895845,easy
494,5441.685425148904,easy
495,5438.620952118933,easy
496,5440.458644488454,easy
497,5440.9092279501265,easy
498,5439.337314957381,easy
499,5440.923569038511,easy
500,5440.08811455071,easy
501,5441.217936695367,easy
502,5440.2592057243,easy
503,5441.804910317808,easy
504,5442.222280079126,easy
505,5440.328268571943,easy
506,5441.761662005632,easy
507,5439.375447599589,easy
508,5439.896180588006,easy
509,5441.756187800318,easy
510,5442.931494458021,easy
511,5439.396229220926,easy
512,5440.545457410067,easy
513,5440.266527996212,easy
514,5440.279948924483,easy
515,5441.128038552403,easy
516,5438.2998356595635,easy
517,5440.88595552668,easy
518,5438.94659281224,easy
519,5439.819505678117,easy
520,5441.234327019751,easy
521,5439.484179773182,easy
522,5439.531735537201,easy
523,5441.22459557727,easy
524,5439.944000625611,easy
525,5441.935994951426,easy
526,5438.323117243499,easy
527,5440.360319426655,easy
528,5441.663628414274,easy
529,5440.2845984153455,easy
530,5440.182082211972,easy
531,5438.507891745865,easy
532,5440.482180795073,easy
533,5440.412317597867,easy
534,5438.636050001532,easy
535,5436.871911775321,easy
536,5441.148329570145,easy
537,5438.686916620284,easy
538,5440.25480145514,easy
539,5440.031616190821,easy
540,5439.118690805137,easy
541,5440.56891040504,easy
542,5436.983870940655,easy
543,5438.941228241473,easy
544,5439.055094064772,easy
545,5438.064707795531,easy
546,5438.8906462565055,easy
547,5440.12705758065,easy
548,5440.588546957076,easy
549,5439.42769318223,easy
550,5440.47747784257,easy
551,5438.676753310114,easy
552,5437.227592909336,easy
553,5438.691371116786,easy
554,5440.1294112257665,easy
555,5438.014800610394,easy
556,5438.918749587983,easy
557,5439.31326034516,easy
558,5440.300574523209,easy
559,5439.396393088996,easy
560,5439.850317761303,easy
561,5438.6666112639,easy
562,5439.340423309804,easy
563,5440.299889504164,easy
564,5438.192719032615,easy
565,5439.708245403319,easy
566,5438.537811971456,easy
567,5437.054795910419,easy
568,5440.884060195089,easy
569,5439.382345878333,easy
570,5439.475768405198,easy
571,5442.495904217661,easy
572,5439.296774551272,easy
573,5439.3512322627,easy
574,5439.827299356461,easy
575,5439.973101561516,easy
576,5439.102492215486,easy
577,5440.965450622141,easy
578,5438.311587823928,easy
579,5437.635114841163,easy
580,5439.173972345144,easy
581,5440.947494804115,easy
582,5438.932933700829,easy
583,5439.421711096912,easy
584,5437.039846756309,easy
585,5437.4531870052215,easy
586,5438.7312933847315,easy
587,5438.895007231085,easy
588,5438.631074869632,easy
589,5439.527408483625,easy
590,5440.731836491079,easy
591,5438.285574278236,easy
592,5441.834836547822,easy
593,5436.924838077278,easy
594,5437.729368147254,easy
595,5438.758213550597,easy
596,5438.439257998764,easy
597,5437.2317497678105,easy
598,5438.309683400392,easy
599,5440.497139253467,easy
