,elbo,condition
421,5659.7013221904635,easy
422,5760.781475691497,easy
423,5632.694276291133,easy
424,5687.828676113487,easy
425,5727.433643388747,easy
426,5622.967216154933,easy
427,5683.168116617203,easy
428,5704.516945439577,easy
429,5631.717197930813,easy
430,5618.274768003822,easy
431,5590.349924319982,easy
432,5591.031051653624,easy
433,5599.7385467469685,easy
434,5618.055952829122,easy
435,5584.94167034924,easy
436,5553.3007077395905,easy
437,5557.3853215962645,easy
438,5562.192607620359,easy
439,5572.412533339858,easy
440,5551.647529476882,easy
441,5517.474972316622,easy
442,5531.780820220708,easy
443,5523.5424079865215,easy
444,5497.557490643858,easy
445,5505.625328487158,easy
446,5473.006865909697,easy
447,5499.809379297495,easy
448,5493.730874073505,easy
449,5524.8791352450835,easy
450,5461.7733366251,easy
451,5462.17853461206,easy
452,5463.642856481671,easy
453,5475.483520650863,easy
454,5435.614948919415,easy
455,5440.085402351618,easy
456,5445.700506713987,easy
457,5448.397257649899,easy
458,5442.882487517594,easy
459,5458.862754639983,easy
460,5424.112900996208,easy
461,5450.963704806567,easy
462,5426.182044963539,easy
463,5416.622520688176,easy
464,5397.917743316293,easy
465,5420.286738070846,easy
466,5405.435176727176,easy
467,5423.354473456741,easy
468,5429.2567717015745,easy
469,5381.842469143868,easy
470,5416.943306106329,easy
471,5425.017298829555,easy
472,5408.408531969785,easy
473,5396.638162945211,easy
474,5422.2439463898545,easy
475,5401.892085440457,easy
476,5396.891803386808,easy
477,5461.949034485222,easy
478,5529.710737384856,easy
479,5423.645907540619,easy
480,5378.74426138401,easy
481,5403.275820651651,easy
482,5393.116449919343,easy
483,5405.12663282454,easy
484,5416.501077516377,easy
485,5402.384424307941,easy
486,5387.227886252105,easy
487,5391.768885460496,easy
488,5415.7404490709305,easy
489,5382.074084883929,easy
490,5385.308932545781,easy
491,5400.359201264382,easy
492,5388.414201775193,easy
493,5428.185368525981,easy
494,5429.4263446271425,easy
495,5402.23660056442,easy
496,5427.6669863849875,easy
497,5389.8374590784315,easy
498,5371.180074253678,easy
499,5387.174747183919,easy
500,5381.125161880255,easy
501,5388.896332645416,easy
502,5381.950777524709,easy
503,5380.515585204958,easy
504,5377.60765273273,easy
505,5382.414515125752,easy
506,5371.513352230191,easy
507,5389.998397654294,easy
508,5381.398093333841,easy
509,5377.404186958075,easy
510,5364.341753867268,easy
511,5418.572320190072,easy
512,5373.383312383295,easy
513,5370.82642302215,easy
514,5372.482556641102,easy
515,5376.770443370938,easy
516,5379.27846826911,easy
517,5375.114713492991,easy
518,5392.911634477973,easy
519,5369.4894069314005,easy
520,5359.854423999786,easy
521,5370.147643676401,easy
522,5367.231402948499,easy
523,5366.902563929558,easy
524,5383.239393286407,easy
525,5373.378882843257,easy
526,5370.909551675617,easy
527,5427.732061871887,easy
528,5355.038080602884,easy
529,5376.907540988922,easy
530,5372.811686494201,easy
531,5359.901915159822,easy
532,5369.21707020402,easy
533,5371.795305037498,easy
534,5384.91757503748,easy
535,5367.961851081252,easy
536,5357.949650859832,easy
537,5378.327966937422,easy
538,5375.571718153357,easy
539,5363.690631690621,easy
540,5374.461729091405,easy
541,5359.079057845473,easy
542,5359.446541541814,easy
543,5357.4266679555185,easy
544,5357.465692588687,easy
545,5359.831777192652,easy
